gc.content	chr.arm
chr22_25050000	49.43636364	chr22
chr22_25100000	49.05272727	chr22
chr22_25150000	49.30181818	chr22
chr22_25200000	48.19272727	chr22
chr22_25250000	42.93818182	chr22
chr22_25300000	45.71636364	chr22
chr22_25350000	54.32	chr22
chr22_25400000	48.32	chr22
chr22_25450000	45.97636364	chr22
chr22_25500000	42.54909091	chr22
chr22_25550000	41.9	chr22
chr22_25600000	39.83454545	chr22
chr22_25650000	40.59818182	chr22
chr22_25700000	44.83636364	chr22
chr22_25750000	49.35636364	chr22
chr22_25800000	47.6	chr22
chr22_25850000	43.80363636	chr22
chr22_25900000	44.84545455	chr22
chr22_25950000	45.05454545	chr22
chr22_26000000	44.35818182	chr22
chr22_26050000	42.72363636	chr22
chr22_26100000	41.83090909	chr22
chr22_26150000	43.27454545	chr22
chr22_26200000	44.26545455	chr22
chr22_26250000	43.64545455	chr22
chr22_26300000	45.68727273	chr22
chr22_26350000	44.32727273	chr22
chr22_26400000	46.99090909	chr22
chr22_26450000	46.15818182	chr22
chr22_26500000	46.61090909	chr22
chr22_26550000	48.73818182	chr22
chr22_26600000	48.01636364	chr22
chr22_26650000	48.24	chr22
chr22_26700000	44.63636364	chr22
chr22_26750000	48.77818182	chr22
chr22_26800000	47.22727273	chr22
chr22_26850000	42.25272727	chr22
chr22_26900000	45.50363636	chr22
chr22_26950000	44.72727273	chr22
chr22_27000000	44.84727273	chr22
chr22_27050000	46.16	chr22
chr22_27100000	46.07272727	chr22
chr22_27150000	44.72363636	chr22
chr22_27200000	45.79454545	chr22
chr22_27250000	46.13636364	chr22
chr22_27300000	44.96545455	chr22
chr22_27350000	43.15636364	chr22
chr22_27400000	49.03818182	chr22
chr22_27450000	49.4	chr22
chr22_27500000	49.29090909	chr22
chr22_27550000	49.30181818	chr22
chr22_27600000	50.59636364	chr22
chr22_27650000	49.29272727	chr22
chr22_27700000	48.82363636	chr22
chr22_27750000	52.21454545	chr22
chr22_27800000	51.13636364	chr22
chr22_27850000	39.98727273	chr22
chr22_27900000	38.88727273	chr22
chr22_27950000	44.37818182	chr22
chr22_28000000	49.33636364	chr22
chr22_28050000	40.55818182	chr22
chr22_28100000	41.36727273	chr22
chr22_28150000	38.76	chr22
chr22_28200000	38.44727273	chr22
chr22_28250000	37.19454545	chr22
chr22_28300000	37.8	chr22
chr22_28350000	38.85636364	chr22
chr22_28400000	38.02181818	chr22
chr22_28450000	37.22181818	chr22
chr22_28500000	38.64727273	chr22
chr22_28550000	37.98545455	chr22
chr22_28600000	38.54545455	chr22
chr22_28650000	43.22363636	chr22
chr22_28700000	44.00363636	chr22
chr22_28750000	45.49818182	chr22
chr22_28800000	46.19818182	chr22
chr22_28850000	46.07272727	chr22
chr22_28900000	44.27454545	chr22
chr22_28950000	43.80909091	chr22
chr22_29000000	46.95636364	chr22
chr22_29050000	46.10727273	chr22
chr22_29100000	45.33272727	chr22
chr22_29150000	48.32909091	chr22
chr22_29200000	52.02	chr22
chr22_29250000	47.91272727	chr22
chr22_29300000	55.93636364	chr22
chr22_29350000	48.65636364	chr22
chr22_29400000	44.52363636	chr22
chr22_29450000	50.64909091	chr22
chr22_29500000	46.24545455	chr22
chr22_29550000	50.03454545	chr22
chr22_29600000	44.9	chr22
chr22_29650000	47.09818182	chr22
chr22_29700000	57.64363636	chr22
chr22_29750000	50.41818182	chr22
chr22_29800000	47.42	chr22
chr22_29850000	43.47090909	chr22
chr22_29900000	38.81272727	chr22
chr22_29950000	39.41636364	chr22
chr22_30000000	46.03818182	chr22
chr22_30050000	40.98	chr22
chr22_30100000	37.17818182	chr22
chr22_30150000	39.68181818	chr22
chr22_30200000	52.61636364	chr22
chr22_30250000	56.59454545	chr22
chr22_30300000	50.36909091	chr22
chr22_30350000	53.52727273	chr22
chr22_30400000	51.05090909	chr22
chr22_30450000	49.07818182	chr22
chr22_30500000	49.50181818	chr22
chr22_30550000	52.3	chr22
chr22_30600000	51.28	chr22
chr22_30650000	48.24	chr22
chr22_30700000	45.94727273	chr22
chr22_30750000	46.94181818	chr22
chr22_30800000	46.30727273	chr22
chr22_30850000	51.12181818	chr22
chr22_30900000	46.20727273	chr22
chr22_30950000	42.28545455	chr22
chr22_31000000	46.03818182	chr22
chr22_31050000	52.60181818	chr22
chr22_31100000	52.64363636	chr22
chr22_31150000	45.00909091	chr22
chr22_31200000	46.09818182	chr22
chr22_31250000	48.39090909	chr22
chr22_31300000	48.23818182	chr22
chr22_31350000	46.25818182	chr22
chr22_31400000	44.91454545	chr22
chr22_31450000	44.58545455	chr22
chr22_31500000	44.04181818	chr22
chr22_31550000	45.69090909	chr22
chr22_31600000	52.58181818	chr22
chr22_31650000	46.20727273	chr22
chr22_31700000	44.93272727	chr22
chr22_31750000	45.09636364	chr22
chr22_31800000	44.54	chr22
chr22_31850000	46.09090909	chr22
chr22_31900000	49.59090909	chr22
chr22_31950000	46.45818182	chr22
chr22_32000000	43.43818182	chr22
chr22_32050000	43.27636364	chr22
chr22_32100000	44.26181818	chr22
chr22_32150000	45.71454545	chr22
chr22_32200000	45.00909091	chr22
chr22_32250000	42.99454545	chr22
chr22_32300000	46.96363636	chr22
chr22_32350000	43.93818182	chr22
chr22_32400000	42.35454545	chr22
chr22_32450000	41.35636364	chr22
chr22_32500000	47.24181818	chr22
chr22_32550000	45.45090909	chr22
chr22_32600000	47.34181818	chr22
chr22_32650000	45.09636364	chr22
chr22_32700000	45.16909091	chr22
chr22_32750000	47.24	chr22
chr22_32800000	47.53272727	chr22
chr22_32850000	45.43454545	chr22
chr22_32900000	43.79454545	chr22
chr22_32950000	46.11818182	chr22
chr22_33000000	44.74363636	chr22
chr22_33050000	43.05272727	chr22
chr22_33100000	42.48545455	chr22
chr22_33150000	38.06363636	chr22
chr22_33200000	40.54363636	chr22
chr22_33250000	44.82181818	chr22
chr22_33300000	46.99636364	chr22
chr22_33350000	41.57090909	chr22
chr22_33400000	45.38363636	chr22
chr22_33450000	43.42545455	chr22
chr22_33500000	44.88545455	chr22
chr22_33550000	42.72	chr22
chr22_33600000	44.05090909	chr22
chr22_33650000	43.71272727	chr22
chr22_33700000	45.14181818	chr22
chr22_33750000	43.86363636	chr22
chr22_33800000	44.34181818	chr22
chr22_33850000	46.02	chr22
chr22_33900000	45.33818182	chr22
chr22_33950000	41.61454545	chr22
chr22_34000000	40.04909091	chr22
chr22_34050000	42.89818182	chr22
chr22_34100000	41.16727273	chr22
chr22_34150000	41.37090909	chr22
chr22_34200000	39.40363636	chr22
chr22_34250000	39.87272727	chr22
chr22_34300000	40.96181818	chr22
chr22_34350000	40.29272727	chr22
chr22_34400000	40.43636364	chr22
chr22_34450000	40.28727273	chr22
chr22_34500000	40.04181818	chr22
chr22_34550000	39.08909091	chr22
chr22_34600000	42.55818182	chr22
chr22_34650000	41.19818182	chr22
chr22_34700000	40.63090909	chr22
chr22_34750000	42.15818182	chr22
chr22_34800000	42.94	chr22
chr22_34850000	42.20363636	chr22
chr22_34900000	43.24181818	chr22
chr22_34950000	44.08181818	chr22
chr22_35000000	46.34545455	chr22
chr22_35050000	45.38545455	chr22
chr22_35100000	47.12363636	chr22
chr22_35150000	44.83636364	chr22
chr22_35200000	45.10545455	chr22
chr22_35250000	42.86	chr22
chr22_35300000	53.57818182	chr22
chr22_35350000	51.31636364	chr22
chr22_35400000	52.39454545	chr22
chr22_35450000	51.34181818	chr22
chr22_35500000	49.46363636	chr22
chr22_35550000	51.47090909	chr22
chr22_35600000	49.70909091	chr22
chr22_35650000	42.24363636	chr22
chr22_35700000	45	chr22
chr22_35750000	37.45090909	chr22
chr22_35800000	38.61272727	chr22
chr22_35850000	39.77090909	chr22
chr22_35900000	39.55818182	chr22
chr22_35950000	39.45454545	chr22
chr22_36000000	43.81454545	chr22
chr22_36050000	46.00545455	chr22
chr22_36100000	48.01454545	chr22
chr22_36150000	45.99636364	chr22
chr22_36200000	46.74181818	chr22
chr22_36250000	50.84181818	chr22
chr22_36300000	52.2	chr22
chr22_36350000	49.98363636	chr22
chr22_36400000	50.09090909	chr22
chr22_36450000	52.30545455	chr22
chr22_36500000	48.96545455	chr22
chr22_36550000	50.27272727	chr22
chr22_36600000	45.59636364	chr22
chr22_36650000	47.37090909	chr22
chr22_36700000	48.25454545	chr22
chr22_36750000	50.11272727	chr22
chr22_36800000	49.6	chr22
chr22_36850000	48.19454545	chr22
chr22_36900000	48.8	chr22
chr22_36950000	46.83090909	chr22
chr22_37000000	52.47090909	chr22
chr22_37050000	56.15090909	chr22
chr22_37100000	54.78	chr22
chr22_37150000	52.27454545	chr22
chr22_37200000	54.58363636	chr22
chr22_37250000	50.70909091	chr22
chr22_37300000	55.86909091	chr22
chr22_37350000	57.60363636	chr22
chr22_37400000	54.85090909	chr22
chr22_37450000	54.80181818	chr22
chr22_37500000	53.25090909	chr22
chr22_37550000	52.61454545	chr22
chr22_37600000	55.40363636	chr22
chr22_37650000	54.20363636	chr22
chr22_37700000	54.16727273	chr22
chr22_37750000	53.49818182	chr22
chr22_37800000	53.51818182	chr22
chr22_37850000	47.12545455	chr22
chr22_37900000	54.07636364	chr22
chr22_37950000	53.61636364	chr22
chr22_38000000	52.86909091	chr22
chr22_38050000	54.82545455	chr22
chr22_38100000	53.21454545	chr22
chr22_38150000	49.33818182	chr22
chr22_38200000	55.12	chr22
chr22_38250000	52.27272727	chr22
chr22_38300000	52.93636364	chr22
chr22_38350000	42.50909091	chr22
chr22_38400000	54.52727273	chr22
chr22_38450000	50.1	chr22
chr22_38500000	43.58363636	chr22
chr22_38550000	42.84727273	chr22
chr22_38600000	46.38363636	chr22
chr22_38650000	47.84181818	chr22
chr22_38700000	51.87272727	chr22
chr22_38750000	53.55272727	chr22
chr22_38800000	52.46363636	chr22
chr22_38850000	48.31454545	chr22
chr22_38900000	44.94181818	chr22
chr22_38950000	52.93454545	chr22
chr22_39000000	51.75454545	chr22
chr22_39050000	51.77818182	chr22
chr22_39100000	50.95454545	chr22
chr22_39150000	49.11272727	chr22
chr22_39200000	53.12181818	chr22
chr22_39250000	55.21090909	chr22
chr22_39300000	51.38181818	chr22
chr22_39350000	53.95090909	chr22
chr22_39400000	52.00727273	chr22
chr22_39450000	55.96363636	chr22
chr22_39500000	52.47090909	chr22
chr22_39550000	54.72363636	chr22
chr22_39600000	54.78909091	chr22
chr22_39650000	58.06181818	chr22
chr22_39700000	48.62181818	chr22
chr22_39750000	38.44909091	chr22
chr22_39800000	38.64181818	chr22
chr22_39850000	39.02363636	chr22
chr22_39900000	42.90909091	chr22
chr22_39950000	48.94	chr22
chr22_40000000	50.76181818	chr22
chr22_40050000	40.75090909	chr22
chr22_40100000	42.60545455	chr22
chr22_40150000	41.85272727	chr22
chr22_40200000	42.13090909	chr22
chr22_40250000	42.93272727	chr22
chr22_40300000	43.58181818	chr22
chr22_40350000	44.97636364	chr22
chr22_40400000	50.90363636	chr22
chr22_40450000	42.80363636	chr22
chr22_40500000	43.33818182	chr22
chr22_40550000	41.14181818	chr22
chr22_40600000	43.83818182	chr22
chr22_40650000	49.00545455	chr22
chr22_40700000	47.33090909	chr22
chr22_40750000	42.53272727	chr22
chr22_40800000	40.16	chr22
chr22_40850000	40.65818182	chr22
chr22_40900000	43.81090909	chr22
chr22_40950000	47.17636364	chr22
chr22_41000000	47.24	chr22
chr22_41050000	46.44727273	chr22
chr22_41100000	41.89636364	chr22
chr22_41150000	44.19636364	chr22
chr22_41200000	53.57090909	chr22
chr22_41250000	52.30363636	chr22
chr22_41300000	53.40181818	chr22
chr22_41350000	53.15272727	chr22
chr22_41400000	52.12181818	chr22
chr22_41450000	47.94727273	chr22
chr22_41500000	52.72181818	chr22
chr22_41550000	53.76545455	chr22
chr22_41600000	46.84727273	chr22
chr22_41650000	47.73818182	chr22
chr22_41700000	46.74181818	chr22
chr22_41750000	47.48181818	chr22
chr22_41800000	48.79818182	chr22
chr22_41850000	47.60545455	chr22
chr22_41900000	57.37454545	chr22
chr22_41950000	52.33090909	chr22
chr22_42000000	42.79272727	chr22
chr22_42050000	48.21818182	chr22
chr22_42100000	50.73636364	chr22
chr22_42150000	47.66	chr22
chr22_42200000	44.08727273	chr22
chr22_42250000	51.16363636	chr22
chr22_42300000	57.44727273	chr22
chr22_42350000	53.78909091	chr22
chr22_42400000	54.57090909	chr22
chr22_42450000	48.05090909	chr22
chr22_42500000	51.95818182	chr22
chr22_42550000	52.36545455	chr22
chr22_42600000	53.86363636	chr22
chr22_42650000	52.82909091	chr22
chr22_42700000	50.90909091	chr22
chr22_42750000	52.89454545	chr22
chr22_42800000	44.43454545	chr22
chr22_42850000	51.60727273	chr22
chr22_42900000	48.47454545	chr22
chr22_42950000	46.93454545	chr22
chr22_43000000	51.00727273	chr22
chr22_43050000	50.87636364	chr22
chr22_43100000	53.05090909	chr22
chr22_43150000	55.22909091	chr22
chr22_43200000	58.40727273	chr22
chr22_43250000	56.07636364	chr22
chr22_43300000	51.83272727	chr22
chr22_43350000	49.02545455	chr22
chr22_43400000	54.25636364	chr22
chr22_43450000	51.38363636	chr22
chr22_43500000	50.78909091	chr22
chr22_43550000	43.91636364	chr22
chr22_43600000	44.53818182	chr22
chr22_43650000	40.36545455	chr22
chr22_43700000	41.41454545	chr22
chr22_43750000	42.14727273	chr22
chr22_43800000	51.23818182	chr22
chr22_43850000	52.30181818	chr22
chr22_43900000	51.77272727	chr22
chr22_43950000	47.54	chr22
chr22_44000000	48.68181818	chr22
chr22_44050000	52.07818182	chr22
chr22_44100000	51.34181818	chr22
chr22_44150000	52.59636364	chr22
chr22_44200000	46.72727273	chr22
chr22_44250000	52.83454545	chr22
chr22_44300000	56.56545455	chr22
chr22_44350000	52.96	chr22
chr22_44400000	51.79636364	chr22
chr22_44450000	47.52727273	chr22
chr22_44500000	48.13272727	chr22
chr22_44550000	50.42363636	chr22
chr22_44600000	53.21272727	chr22
chr22_44650000	53.19636364	chr22
chr22_44700000	56.16909091	chr22
chr22_44750000	51.00727273	chr22
chr22_44800000	51.94727273	chr22
chr22_44850000	51.56909091	chr22
chr22_44900000	51.98363636	chr22
chr22_44950000	51.84	chr22
chr22_45000000	51.59818182	chr22
chr22_45050000	50.65636364	chr22
chr22_45100000	43.58909091	chr22
chr22_45150000	45.82909091	chr22
chr22_45200000	54.23272727	chr22
chr22_45250000	52.42363636	chr22
chr22_45300000	48.65272727	chr22
chr22_45350000	39.38909091	chr22
chr22_45400000	48.18363636	chr22
chr22_45450000	47.84181818	chr22
chr22_45500000	53.66	chr22
chr22_45550000	52.50545455	chr22
chr22_45600000	49.64727273	chr22
chr22_45650000	42.69818182	chr22
chr22_45700000	38.31454545	chr22
chr22_45750000	41.47090909	chr22
chr22_45800000	40.78363636	chr22
chr22_45850000	52.70727273	chr22
chr22_45900000	58.82545455	chr22
chr22_45950000	59.32363636	chr22
chr22_46000000	53.96	chr22
chr22_46050000	55.06363636	chr22
chr22_46100000	60.51454545	chr22
chr22_46150000	47.27272727	chr22
chr22_46200000	48.26181818	chr22
chr22_46250000	52.21818182	chr22
chr22_46300000	50.15454545	chr22
chr22_46350000	56.69636364	chr22
chr22_46400000	53.36363636	chr22
chr22_46450000	52.19090909	chr22
chr22_46500000	54.13636364	chr22
chr22_46550000	55.21818182	chr22
chr22_46600000	55.68	chr22
chr22_46650000	57.17818182	chr22
chr22_46700000	52.43818182	chr22
chr22_46750000	50.55636364	chr22
chr22_46800000	46.20727273	chr22
chr22_46850000	47.01636364	chr22
chr22_46900000	45.99272727	chr22
chr22_46950000	48.66	chr22
chr22_47000000	50.97272727	chr22
chr22_47050000	50.00727273	chr22
chr22_47100000	53.50909091	chr22
chr22_47150000	54.43818182	chr22
chr22_47200000	48.63454545	chr22
chr22_47250000	50.69272727	chr22
chr22_47300000	45.80363636	chr22
chr22_47350000	50.83454545	chr22
chr22_47400000	48.18909091	chr22
chr22_47450000	44.68909091	chr22
chr22_47500000	42.65090909	chr22
chr22_47550000	47.86727273	chr22
chr22_47600000	47.45090909	chr22
chr22_47650000	45.32727273	chr22
chr22_47700000	42.78181818	chr22
chr22_47750000	44.50727273	chr22
chr22_47800000	46.50545455	chr22
chr22_47850000	42.51454545	chr22
chr22_47900000	44.20727273	chr22
chr22_47950000	41.23272727	chr22
chr22_48000000	43.56181818	chr22
chr22_48050000	49.94363636	chr22
chr22_48100000	45.81272727	chr22
chr22_48150000	47.16909091	chr22
chr22_48200000	46.33818182	chr22
chr22_48250000	48.05818182	chr22
chr22_48300000	52.65454545	chr22
chr22_48350000	48.73272727	chr22
chr22_48400000	50.54909091	chr22
chr22_48450000	51.11636364	chr22
chr22_48500000	57.69636364	chr22
chr22_48550000	56.41454545	chr22
chr22_48600000	57.93090909	chr22
chr22_48650000	55.64181818	chr22
chr22_48700000	53.81454545	chr22
chr22_48750000	48.12181818	chr22
chr22_48800000	51.66	chr22
chr22_48850000	51.83636364	chr22
chr22_48900000	49.18363636	chr22
chr22_48950000	45.35090909	chr22
chr22_49000000	51.74	chr22
chr22_49050000	51.08363636	chr22
chr22_49100000	49.13272727	chr22
chr22_49150000	54.15272727	chr22
chr22_49200000	47.78363636	chr22
chr22_49250000	50.25090909	chr22
chr22_49300000	49.58909091	chr22
chr22_49350000	48.66727273	chr22
chr22_49400000	48.42363636	chr22
chr22_49450000	49.06	chr22
chr22_49500000	49.62	chr22
chr22_49550000	52.17090909	chr22
chr22_49600000	55.26	chr22
chr22_49650000	51.93454545	chr22
chr22_49700000	49.99272727	chr22
chr22_49750000	55.39636364	chr22
chr22_49800000	52.56181818	chr22
chr22_49850000	49.20727273	chr22
chr22_49900000	58.78909091	chr22
chr22_49950000	58.75818182	chr22
chr22_50000000	55.33272727	chr22
chr22_50050000	52.31272727	chr22
chr22_50100000	47.80909091	chr22
chr22_50150000	60.11636364	chr22
chr22_50200000	58.23818182	chr22
chr22_50250000	64.78545455	chr22
chr22_50300000	57.77818182	chr22
chr22_50350000	47.30909091	chr22
chr22_50400000	54.18363636	chr22
chr22_50450000	58.53636364	chr22
chr22_50500000	56.98909091	chr22
chr22_50550000	52.87090909	chr22
chr22_50600000	52.10181818	chr22
chr22_50650000	51.35090909	chr22
chr22_50700000	55.56363636	chr22
chr22_50750000	44.15454545	chr22
chr22_50800000	44.2990433	chr22
chr3_0	39.2875	chr3
chr3_50000	38.19	chr3
chr3_100000	37.606	chr3
chr3_150000	38.52	chr3
chr3_200000	37.468	chr3
chr3_250000	37.214	chr3
chr3_300000	35.032	chr3
chr3_350000	37.334	chr3
chr3_400000	37.194	chr3
chr3_450000	38.952	chr3
chr3_500000	35.684	chr3
chr3_550000	35.168	chr3
chr3_600000	36.366	chr3
chr3_650000	34.832	chr3
chr3_700000	35.042	chr3
chr3_750000	36.026	chr3
chr3_800000	37.836	chr3
chr3_850000	39.17	chr3
chr3_900000	36.146	chr3
chr3_950000	38.252	chr3
chr3_1000000	34.872	chr3
chr3_1050000	35.352	chr3
chr3_1100000	35.29	chr3
chr3_1150000	37.728	chr3
chr3_1200000	37.61	chr3
chr3_1250000	37.684	chr3
chr3_1300000	35.222	chr3
chr3_1350000	35.762	chr3
chr3_1400000	36.31	chr3
chr3_1450000	36.942	chr3
chr3_1500000	35.326	chr3
chr3_1550000	35.904	chr3
chr3_1600000	35.862	chr3
chr3_1650000	36.974	chr3
chr3_1700000	38.002	chr3
chr3_1750000	36.822	chr3
chr3_1800000	36.32	chr3
chr3_1850000	37.302	chr3
chr3_1900000	38.85	chr3
chr3_1950000	36.748	chr3
chr3_2000000	36.656	chr3
chr3_2050000	38.446	chr3
chr3_2100000	38.572	chr3
chr3_2150000	38.012	chr3
chr3_2200000	35.968	chr3
chr3_2250000	35.516	chr3
chr3_2300000	35.54	chr3
chr3_2350000	38.07	chr3
chr3_2400000	36.926	chr3
chr3_2450000	37.842	chr3
chr3_2500000	36.74	chr3
chr3_2550000	38.268	chr3
chr3_2600000	37.91	chr3
chr3_2650000	38.548	chr3
chr3_2700000	37.872	chr3
chr3_2750000	39.18	chr3
chr3_2800000	39.098	chr3
chr3_2850000	38.236	chr3
chr3_2900000	39.332	chr3
chr3_2950000	38.558	chr3
chr3_3000000	40.262	chr3
chr3_3050000	42.776	chr3
chr3_3100000	39.932	chr3
chr3_3150000	38.616	chr3
chr3_3200000	40.52	chr3
chr3_3250000	38.956	chr3
chr3_3300000	40.134	chr3
chr3_3350000	37.704	chr3
chr3_3400000	38.74	chr3
chr3_3450000	37.128	chr3
chr3_3500000	37.562	chr3
chr3_3550000	38.548	chr3
chr3_3600000	40.332	chr3
chr3_3650000	40.474	chr3
chr3_3700000	40.958	chr3
chr3_3750000	39.624	chr3
chr3_3800000	40.354	chr3
chr3_3850000	39.502	chr3
chr3_3900000	38.316	chr3
chr3_3950000	38.178	chr3
chr3_4000000	39.748	chr3
chr3_4050000	39.438	chr3
chr3_4100000	39.032	chr3
chr3_4150000	39.802	chr3
chr3_4200000	39.112	chr3
chr3_4250000	38.162	chr3
chr3_4300000	40.132	chr3
chr3_4350000	39.744	chr3
chr3_4400000	40.65	chr3
chr3_4450000	41.49	chr3
chr3_4500000	41.978	chr3
chr3_4550000	41.44	chr3
chr3_4600000	42.688	chr3
chr3_4650000	41.642	chr3
chr3_4700000	43.522	chr3
chr3_4750000	45.618	chr3
chr3_4800000	43.352	chr3
chr3_4850000	40.124	chr3
chr3_4900000	39.568	chr3
chr3_4950000	43.98	chr3
chr3_5000000	46.544	chr3
chr3_5050000	45.362	chr3
chr3_5100000	44.488	chr3
chr3_5150000	40.688	chr3
chr3_5200000	44.102	chr3
chr3_5250000	41.226	chr3
chr3_5300000	43.072	chr3
chr3_5350000	40.43	chr3
chr3_5400000	39.486	chr3
chr3_5450000	39.108	chr3
chr3_5500000	38.676	chr3
chr3_5550000	40.364	chr3
chr3_5600000	37.718	chr3
chr3_5650000	39.914	chr3
chr3_5700000	39.29	chr3
chr3_5750000	38.158	chr3
chr3_5800000	37.98	chr3
chr3_5850000	38.514	chr3
chr3_5900000	37.196	chr3
chr3_5950000	38.738	chr3
chr3_6000000	39.176	chr3
chr3_6050000	37.122	chr3
chr3_6100000	35.958	chr3
chr3_6150000	36.602	chr3
chr3_6200000	37.368	chr3
chr3_6250000	38.016	chr3
chr3_6300000	36.92	chr3
chr3_6350000	37.13	chr3
chr3_6400000	38.218	chr3
chr3_6450000	37.094	chr3
chr3_6500000	38.194	chr3
chr3_6550000	34.662	chr3
chr3_6600000	36.11	chr3
chr3_6650000	37.926	chr3
chr3_6700000	36.82	chr3
chr3_6750000	36.838	chr3
chr3_6800000	37.792	chr3
chr3_6850000	39.472	chr3
chr3_6900000	36.04	chr3
chr3_6950000	38.706	chr3
chr3_7000000	37.922	chr3
chr3_7050000	35.612	chr3
chr3_7100000	36.12	chr3
chr3_7150000	37.68	chr3
chr3_7200000	36.304	chr3
chr3_7250000	37.678	chr3
chr3_7300000	37.142	chr3
chr3_7350000	37.598	chr3
chr3_7400000	37.286	chr3
chr3_7450000	38.01	chr3
chr3_7500000	38.956	chr3
chr3_7550000	40.058	chr3
chr3_7600000	38.782	chr3
chr3_7650000	38.496	chr3
chr3_7700000	39.69	chr3
chr3_7750000	40.268	chr3
chr3_7800000	37.306	chr3
chr3_7850000	39.198	chr3
chr3_7900000	39.404	chr3
chr3_7950000	39.9	chr3
chr3_8000000	39.052	chr3
chr3_8050000	37.688	chr3
chr3_8100000	40.076	chr3
chr3_8150000	40.692	chr3
chr3_8200000	39.028	chr3
chr3_8250000	39.822	chr3
chr3_8300000	39.368	chr3
chr3_8350000	40.4	chr3
chr3_8400000	42.818	chr3
chr3_8450000	43.27	chr3
chr3_8500000	43.598	chr3
chr3_8550000	44.452	chr3
chr3_8600000	47.698	chr3
chr3_8650000	46.23	chr3
chr3_8700000	46.784	chr3
chr3_8750000	44.872	chr3
chr3_8800000	40.846	chr3
chr3_8850000	42.806	chr3
chr3_8900000	37.528	chr3
chr3_8950000	45.138	chr3
chr3_9000000	44.47	chr3
chr3_9050000	45.882	chr3
chr3_9100000	46.674	chr3
chr3_9150000	46.994	chr3
chr3_9200000	45.828	chr3
chr3_9250000	43.15	chr3
chr3_9300000	43.27	chr3
chr3_9350000	41.706	chr3
chr3_9400000	38.126	chr3
chr3_9450000	41.572	chr3
chr3_9500000	45.704	chr3
chr3_9550000	45.46	chr3
chr3_9600000	45.5	chr3
chr3_9650000	49.09	chr3
chr3_9700000	50.18	chr3
chr3_9750000	49.502	chr3
chr3_9800000	50.562	chr3
chr3_9850000	48.084	chr3
chr3_9900000	52.334	chr3
chr3_9950000	44.276	chr3
chr3_10000000	45.812	chr3
chr3_10050000	43.416	chr3
chr3_10100000	46.558	chr3
chr3_10150000	48.594	chr3
chr3_10200000	48.158	chr3
chr3_10250000	47.034	chr3
chr3_10300000	51.612	chr3
chr3_10350000	51.086	chr3
chr3_10400000	50.79	chr3
chr3_10450000	51.084	chr3
chr3_10500000	48.882	chr3
chr3_10550000	48.06	chr3
chr3_10600000	48.504	chr3
chr3_10650000	46.314	chr3
chr3_10700000	46.702	chr3
chr3_10750000	45.718	chr3
chr3_10800000	45.77	chr3
chr3_10850000	46.494	chr3
chr3_10900000	48.584	chr3
chr3_10950000	50.606	chr3
chr3_11000000	48.518	chr3
chr3_11050000	47.582	chr3
chr3_11100000	43.362	chr3
chr3_11150000	47.758	chr3
chr3_11200000	45.244	chr3
chr3_11250000	44.578	chr3
chr3_11300000	41.46	chr3
chr3_11350000	41.516	chr3
chr3_11400000	40.226	chr3
chr3_11450000	44.516	chr3
chr3_11500000	47.056	chr3
chr3_11550000	48.698	chr3
chr3_11600000	42.604	chr3
chr3_11650000	42.19	chr3
chr3_11700000	46.002	chr3
chr3_11750000	45.706	chr3
chr3_11800000	42.326	chr3
chr3_11850000	41.108	chr3
chr3_11900000	46.82	chr3
chr3_11950000	43.022	chr3
chr3_12000000	40.576	chr3
chr3_12050000	37.58	chr3
chr3_12100000	40.446	chr3
chr3_12150000	45.79	chr3
chr3_12200000	39.75	chr3
chr3_12250000	40.08	chr3
chr3_12300000	37.616	chr3
chr3_12350000	37.54	chr3
chr3_12400000	43.808	chr3
chr3_12450000	46.414	chr3
chr3_12500000	43.512	chr3
chr3_12550000	45.13	chr3
chr3_12600000	41.37	chr3
chr3_12650000	46.754	chr3
chr3_12700000	46.862	chr3
chr3_12750000	47.838	chr3
chr3_12800000	50.028	chr3
chr3_12850000	51.84	chr3
chr3_12900000	57.118	chr3
chr3_12950000	52.834	chr3
chr3_13000000	53.006	chr3
chr3_13050000	54.518	chr3
chr3_13100000	51.55	chr3
chr3_13150000	51.236	chr3
chr3_13200000	53.352	chr3
chr3_13250000	51.624	chr3
chr3_13300000	53.504	chr3
chr3_13350000	51.868	chr3
chr3_13400000	47.49	chr3
chr3_13450000	49.734	chr3
chr3_13500000	53.926	chr3
chr3_13550000	53.252	chr3
chr3_13600000	53.33	chr3
chr3_13650000	53.274	chr3
chr3_13700000	44.758	chr3
chr3_13750000	48.638	chr3
chr3_13800000	50.356	chr3
chr3_13850000	51.414	chr3
chr3_13900000	42.022	chr3
chr3_13950000	40.022	chr3
chr3_14000000	39.734	chr3
chr3_14050000	40.438	chr3
chr3_14100000	47.348	chr3
chr3_14150000	42.65	chr3
chr3_14200000	44.694	chr3
chr3_14250000	49.252	chr3
chr3_14300000	49.678	chr3
chr3_14350000	52.46	chr3
chr3_14400000	52.336	chr3
chr3_14450000	52.422	chr3
chr3_14500000	51.946	chr3
chr3_14550000	51.884	chr3
chr3_14600000	47.596	chr3
chr3_14650000	42.756	chr3
chr3_14700000	41.796	chr3
chr3_14750000	48.446	chr3
chr3_14800000	50.036	chr3
chr3_14850000	47.922	chr3
chr3_14900000	47.426	chr3
chr3_14950000	39.19	chr3
